gloss,normalized_gloss,video_id,split,signer_id,frame_start,frame_end,fps,video_path,usable,reason,url
thank you,THANK YOU,57656,val,13,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\57656.mp4,1,,https://media.asldeafined.com/vocabulary/1468944231.2757.mp4
thank you,THANK YOU,57657,test,15,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\57657.mp4,1,,https://media.asldeafined.com/vocabulary/1522767348.9440.mp4
thank you,THANK YOU,57658,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/t/thank.mp4
thank you,THANK YOU,57659,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/14/14353.mp4
hello,HELLO,27171,val,9,1297,1343,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27171.mp4,1,,https://www.youtube.com/watch?v=SiBub8VD5wo
hello,HELLO,70017,train,121,4842,4923,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\70017.mp4,1,,https://www.youtube.com/watch?v=25ymRY7hbjs
hello,HELLO,68236,train,112,1,36,25,,0,missing_video_file,https://www.youtube.com/watch?v=3qKcPONtNXQ
hello,HELLO,27180,train,64,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27180.mp4,1,,https://www.youtube.com/watch?v=DYjjcoTkNa0
hello,HELLO,67755,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/oRsVMK7sxMQ
hello,HELLO,27181,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27181.mp4,1,,https://www.youtube.com/watch?v=FVjpLa8GqeM
hello,HELLO,27182,train,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=WbkSmhKTltU
hello,HELLO,27183,train,16,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/h/hello.swf
hello,HELLO,27184,train,41,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27184.mp4,1,,http://www.aslsearch.com/signs/videos/greet.mp4
hello,HELLO,27172,test,46,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27172.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hello-6kvCOzxP9_A.mp4
hello,HELLO,27173,train,21,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27173.mp4,1,,https://media.asldeafined.com/vocabulary/1468580623.2588.mp4
hello,HELLO,27175,test,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/h/hello.mp4
hello,HELLO,27177,val,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6353.mp4
