video_id,gloss,split,video_path,landmark_path,num_frames,feature_dim,detection_rate,status
99110,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99110.npy,30,126,1.0000,ok
99111,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99111.npy,30,126,0.9000,ok
99112,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99112.npy,30,126,0.8667,ok
99113,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99113.npy,30,126,0.6333,ok
99114,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99114.npy,30,126,0.9667,ok
99115,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99115.npy,30,126,0.9000,ok
99116,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99116.npy,30,126,0.9667,ok
99117,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99117.npy,30,126,0.9000,ok
99118,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99118.npy,30,126,1.0000,ok
99119,BAD,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99119.npy,30,126,1.0000,ok
99120,BAD,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99120.npy,30,126,1.0000,ok
99121,BAD,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99121.npy,30,126,0.9667,ok
99122,BAD,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99122.npy,30,126,1.0000,ok
99123,BAD,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99123.npy,30,126,1.0000,ok
99124,BAD,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99124.npy,30,126,1.0000,ok
99125,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99125.npy,30,126,1.0000,ok
99126,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99126.npy,30,126,1.0000,ok
99127,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99127.npy,30,126,1.0000,ok
99128,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99128.npy,30,126,1.0000,ok
99129,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99129.npy,30,126,1.0000,ok
99130,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99130.npy,30,126,1.0000,ok
99131,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99131.npy,30,126,1.0000,ok
99132,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99132.npy,30,126,1.0000,ok
99133,DRINK,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99133.npy,30,126,1.0000,ok
99134,DRINK,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99134.npy,30,126,1.0000,ok
99135,DRINK,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99135.npy,30,126,1.0000,ok
99136,DRINK,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99136.npy,30,126,1.0000,ok
99137,DRINK,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99137.npy,30,126,1.0000,ok
99138,DRINK,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99138.npy,30,126,1.0000,ok
99139,DRINK,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99139.npy,30,126,1.0000,ok
99140,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99140.npy,30,126,1.0000,ok
99141,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99141.npy,30,126,1.0000,ok
99142,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99142.npy,30,126,1.0000,ok
99143,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99143.npy,30,126,1.0000,ok
99144,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99144.npy,30,126,1.0000,ok
99145,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99145.npy,30,126,1.0000,ok
99146,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99146.npy,30,126,1.0000,ok
99147,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99147.npy,30,126,1.0000,ok
99148,YES,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99148.npy,30,126,1.0000,ok
99149,YES,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99149.npy,30,126,1.0000,ok
99150,YES,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99150.npy,30,126,1.0000,ok
99151,YES,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99151.npy,30,126,1.0000,ok
99152,YES,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99152.npy,30,126,1.0000,ok
99153,YES,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99153.npy,30,126,1.0000,ok
99154,YES,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99154.npy,30,126,1.0000,ok
99155,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99155.npy,30,126,1.0000,ok
99156,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99156.npy,30,126,1.0000,ok
99157,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99157.npy,30,126,1.0000,ok
99158,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99158.npy,30,126,1.0000,ok
99159,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99159.npy,30,126,1.0000,ok
99160,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99160.npy,30,126,1.0000,ok
99161,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99161.npy,30,126,1.0000,ok
99162,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99162.npy,30,126,1.0000,ok
99163,EAT,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99163.npy,30,126,1.0000,ok
99164,EAT,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99164.npy,30,126,1.0000,ok
99165,EAT,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99165.npy,30,126,1.0000,ok
99166,EAT,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99166.npy,30,126,1.0000,ok
99167,EAT,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99167.npy,30,126,1.0000,ok
99168,EAT,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99168.npy,30,126,1.0000,ok
99169,EAT,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99169.npy,30,126,1.0000,ok
99170,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99170.npy,30,126,1.0000,ok
99171,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99171.npy,30,126,1.0000,ok
99172,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99172.npy,30,126,1.0000,ok
99173,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99173.npy,30,126,1.0000,ok
99174,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99174.npy,30,126,1.0000,ok
99175,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99175.npy,30,126,1.0000,ok
99176,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99176.npy,30,126,1.0000,ok
99177,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99177.npy,30,126,1.0000,ok
99178,BAD,train,recorded,C:\SAYSAI\02_clean_data\landmarks\99178.npy,30,126,1.0000,ok
99179,BAD,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99179.npy,30,126,1.0000,ok
99180,BAD,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99180.npy,30,126,1.0000,ok
99181,BAD,val,recorded,C:\SAYSAI\02_clean_data\landmarks\99181.npy,30,126,1.0000,ok
99182,BAD,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99182.npy,30,126,1.0000,ok
99183,BAD,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99183.npy,30,126,1.0000,ok
99184,BAD,test,recorded,C:\SAYSAI\02_clean_data\landmarks\99184.npy,30,126,1.0000,ok
99185,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_002.mp4,C:\SAYSAI\02_clean_data\landmarks\99185.npy,30,126,1.0000,ok
99185,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_002.mp4,C:\SAYSAI\02_clean_data\landmarks\99185.npy,30,126,1.0000,ok
99186,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_003.mp4,C:\SAYSAI\02_clean_data\landmarks\99186.npy,30,126,1.0000,ok
99186,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_003.mp4,C:\SAYSAI\02_clean_data\landmarks\99186.npy,30,126,1.0000,ok
99187,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_01.mp4,C:\SAYSAI\02_clean_data\landmarks\99187.npy,30,126,1.0000,ok
99187,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_01.mp4,C:\SAYSAI\02_clean_data\landmarks\99187.npy,30,126,1.0000,ok
99188,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_04.mp4,C:\SAYSAI\02_clean_data\landmarks\99188.npy,30,126,1.0000,ok
99188,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_04.mp4,C:\SAYSAI\02_clean_data\landmarks\99188.npy,30,126,1.0000,ok
99189,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_05.mp4,C:\SAYSAI\02_clean_data\landmarks\99189.npy,30,126,1.0000,ok
99189,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_05.mp4,C:\SAYSAI\02_clean_data\landmarks\99189.npy,30,126,1.0000,ok
99190,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_06.mp4,C:\SAYSAI\02_clean_data\landmarks\99190.npy,30,126,0.9000,ok
99190,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_06.mp4,C:\SAYSAI\02_clean_data\landmarks\99190.npy,30,126,0.9000,ok
99191,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_07.mp4,C:\SAYSAI\02_clean_data\landmarks\99191.npy,30,126,1.0000,ok
99191,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_07.mp4,C:\SAYSAI\02_clean_data\landmarks\99191.npy,30,126,1.0000,ok
99192,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_08.mp4,C:\SAYSAI\02_clean_data\landmarks\99192.npy,30,126,1.0000,ok
99193,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_09.mp4,C:\SAYSAI\02_clean_data\landmarks\99193.npy,30,126,1.0000,ok
99193,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_09.mp4,C:\SAYSAI\02_clean_data\landmarks\99193.npy,30,126,1.0000,ok
99194,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_10.mp4,C:\SAYSAI\02_clean_data\landmarks\99194.npy,30,126,1.0000,ok
99194,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_10.mp4,C:\SAYSAI\02_clean_data\landmarks\99194.npy,30,126,1.0000,ok
99195,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_11.mp4,C:\SAYSAI\02_clean_data\landmarks\99195.npy,30,126,1.0000,ok
99196,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_12.mp4,C:\SAYSAI\02_clean_data\landmarks\99196.npy,30,126,1.0000,ok
99196,HELLO,train,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_12.mp4,C:\SAYSAI\02_clean_data\landmarks\99196.npy,30,126,1.0000,ok
99197,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_13.mp4,C:\SAYSAI\02_clean_data\landmarks\99197.npy,30,126,1.0000,ok
99197,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_13.mp4,C:\SAYSAI\02_clean_data\landmarks\99197.npy,30,126,1.0000,ok
99198,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_14.mp4,C:\SAYSAI\02_clean_data\landmarks\99198.npy,30,126,1.0000,ok
99198,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_14.mp4,C:\SAYSAI\02_clean_data\landmarks\99198.npy,30,126,1.0000,ok
99199,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_15.mp4,C:\SAYSAI\02_clean_data\landmarks\99199.npy,30,126,1.0000,ok
99199,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_15.mp4,C:\SAYSAI\02_clean_data\landmarks\99199.npy,30,126,1.0000,ok
99200,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_16.mp4,C:\SAYSAI\02_clean_data\landmarks\99200.npy,30,126,1.0000,ok
99200,HELLO,val,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_16.mp4,C:\SAYSAI\02_clean_data\landmarks\99200.npy,30,126,1.0000,ok
99201,HELLO,test,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_17.mp4,C:\SAYSAI\02_clean_data\landmarks\99201.npy,30,126,1.0000,ok
99201,HELLO,test,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_17.mp4,C:\SAYSAI\02_clean_data\landmarks\99201.npy,30,126,1.0000,ok
99202,HELLO,test,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_18.mp4,C:\SAYSAI\02_clean_data\landmarks\99202.npy,30,126,1.0000,ok
99202,HELLO,test,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_18.mp4,C:\SAYSAI\02_clean_data\landmarks\99202.npy,30,126,1.0000,ok
99203,HELLO,test,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_19.mp4,C:\SAYSAI\02_clean_data\landmarks\99203.npy,30,126,1.0000,ok
99203,HELLO,test,C:\SAYSAI\01_raw_data\custom_mp4\HELLO\hello_19.mp4,C:\SAYSAI\02_clean_data\landmarks\99203.npy,30,126,1.0000,ok
99204,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_01.mp4,C:\SAYSAI\02_clean_data\landmarks\99204.npy,30,126,1.0000,ok
99205,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_03.mp4,C:\SAYSAI\02_clean_data\landmarks\99205.npy,30,126,1.0000,ok
99206,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_04.mp4,C:\SAYSAI\02_clean_data\landmarks\99206.npy,30,126,1.0000,ok
99207,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_05.mp4,C:\SAYSAI\02_clean_data\landmarks\99207.npy,30,126,1.0000,ok
99208,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_06.mp4,C:\SAYSAI\02_clean_data\landmarks\99208.npy,30,126,1.0000,ok
99209,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_07.mp4,C:\SAYSAI\02_clean_data\landmarks\99209.npy,30,126,1.0000,ok
99210,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_08.mp4,C:\SAYSAI\02_clean_data\landmarks\99210.npy,30,126,1.0000,ok
99211,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_09.mp4,C:\SAYSAI\02_clean_data\landmarks\99211.npy,30,126,1.0000,ok
99212,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_10.mp4,C:\SAYSAI\02_clean_data\landmarks\99212.npy,30,126,1.0000,ok
99213,HELP,train,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_11.mp4,C:\SAYSAI\02_clean_data\landmarks\99213.npy,30,126,0.9333,ok
99214,HELP,val,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_12.mp4,C:\SAYSAI\02_clean_data\landmarks\99214.npy,30,126,1.0000,ok
99215,HELP,val,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_13.mp4,C:\SAYSAI\02_clean_data\landmarks\99215.npy,30,126,1.0000,ok
99216,HELP,val,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_14.mp4,C:\SAYSAI\02_clean_data\landmarks\99216.npy,30,126,0.7333,ok
99217,HELP,test,C:\SAYSAI\01_raw_data\custom_mp4\HELP\help_18.mp4,C:\SAYSAI\02_clean_data\landmarks\99217.npy,30,126,1.0000,ok
99218,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_01.mp4,C:\SAYSAI\02_clean_data\landmarks\99218.npy,30,126,1.0000,ok
99219,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_02.mp4,C:\SAYSAI\02_clean_data\landmarks\99219.npy,30,126,1.0000,ok
99220,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_04.mp4,C:\SAYSAI\02_clean_data\landmarks\99220.npy,30,126,0.9333,ok
99221,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_05.mp4,C:\SAYSAI\02_clean_data\landmarks\99221.npy,30,126,1.0000,ok
99222,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_06.mp4,C:\SAYSAI\02_clean_data\landmarks\99222.npy,30,126,1.0000,ok
99223,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_07.mp4,C:\SAYSAI\02_clean_data\landmarks\99223.npy,30,126,1.0000,ok
99224,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_08.mp4,C:\SAYSAI\02_clean_data\landmarks\99224.npy,30,126,1.0000,ok
99225,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_09.mp4,C:\SAYSAI\02_clean_data\landmarks\99225.npy,30,126,1.0000,ok
99226,WANT,train,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_10.mp4,C:\SAYSAI\02_clean_data\landmarks\99226.npy,30,126,1.0000,ok
99227,WANT,val,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_11.mp4,C:\SAYSAI\02_clean_data\landmarks\99227.npy,30,126,1.0000,ok
99228,WANT,val,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_12.mp4,C:\SAYSAI\02_clean_data\landmarks\99228.npy,30,126,0.7333,ok
99229,WANT,val,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_13.mp4,C:\SAYSAI\02_clean_data\landmarks\99229.npy,30,126,0.7333,ok
99230,WANT,test,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_15.mp4,C:\SAYSAI\02_clean_data\landmarks\99230.npy,30,126,0.9000,ok
99231,WANT,test,C:\SAYSAI\01_raw_data\custom_mp4\WANT\want_16.mp4,C:\SAYSAI\02_clean_data\landmarks\99231.npy,30,126,1.0000,ok
99232,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_01.mp4,C:\SAYSAI\02_clean_data\landmarks\99232.npy,30,126,1.0000,ok
99233,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_02.mp4,C:\SAYSAI\02_clean_data\landmarks\99233.npy,30,126,1.0000,ok
99234,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_03.mp4,C:\SAYSAI\02_clean_data\landmarks\99234.npy,30,126,0.6000,ok
99235,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_04.mp4,C:\SAYSAI\02_clean_data\landmarks\99235.npy,30,126,1.0000,ok
99236,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_05.mp4,C:\SAYSAI\02_clean_data\landmarks\99236.npy,30,126,1.0000,ok
99237,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_06.mp4,C:\SAYSAI\02_clean_data\landmarks\99237.npy,30,126,1.0000,ok
99238,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_07.mp4,C:\SAYSAI\02_clean_data\landmarks\99238.npy,30,126,1.0000,ok
99239,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_08.mp4,C:\SAYSAI\02_clean_data\landmarks\99239.npy,30,126,1.0000,ok
99240,THANK YOU,train,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_09.mp4,C:\SAYSAI\02_clean_data\landmarks\99240.npy,30,126,1.0000,ok
99241,THANK YOU,val,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_10.mp4,C:\SAYSAI\02_clean_data\landmarks\99241.npy,30,126,0.8333,ok
99242,THANK YOU,val,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_12.mp4,C:\SAYSAI\02_clean_data\landmarks\99242.npy,30,126,1.0000,ok
99243,THANK YOU,test,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_13.mp4,C:\SAYSAI\02_clean_data\landmarks\99243.npy,30,126,1.0000,ok
99244,THANK YOU,test,C:\SAYSAI\01_raw_data\custom_mp4\THANK YOU\thank_you_14.mp4,C:\SAYSAI\02_clean_data\landmarks\99244.npy,30,126,0.9667,ok
99245,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_01.mp4,C:\SAYSAI\02_clean_data\landmarks\99245.npy,30,126,1.0000,ok
99246,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_02.mp4,C:\SAYSAI\02_clean_data\landmarks\99246.npy,30,126,1.0000,ok
99247,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_03.mp4,C:\SAYSAI\02_clean_data\landmarks\99247.npy,30,126,1.0000,ok
99248,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_04.mp4,C:\SAYSAI\02_clean_data\landmarks\99248.npy,30,126,1.0000,ok
99249,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_06.mp4,C:\SAYSAI\02_clean_data\landmarks\99249.npy,30,126,0.6667,ok
99250,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_08.mp4,C:\SAYSAI\02_clean_data\landmarks\99250.npy,30,126,1.0000,ok
99251,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_09.mp4,C:\SAYSAI\02_clean_data\landmarks\99251.npy,30,126,1.0000,ok
99252,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_10.mp4,C:\SAYSAI\02_clean_data\landmarks\99252.npy,30,126,1.0000,ok
99253,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_11.mp4,C:\SAYSAI\02_clean_data\landmarks\99253.npy,30,126,1.0000,ok
99254,PLEASE,train,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_13.mp4,C:\SAYSAI\02_clean_data\landmarks\99254.npy,30,126,0.8667,ok
99255,PLEASE,val,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_14.mp4,C:\SAYSAI\02_clean_data\landmarks\99255.npy,30,126,1.0000,ok
99256,PLEASE,val,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_16.mp4,C:\SAYSAI\02_clean_data\landmarks\99256.npy,30,126,1.0000,ok
99257,PLEASE,val,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_17.mp4,C:\SAYSAI\02_clean_data\landmarks\99257.npy,30,126,1.0000,ok
99258,PLEASE,test,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_18.mp4,C:\SAYSAI\02_clean_data\landmarks\99258.npy,30,126,1.0000,ok
99259,PLEASE,test,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_20.mp4,C:\SAYSAI\02_clean_data\landmarks\99259.npy,30,126,0.6000,ok
99260,PLEASE,test,C:\SAYSAI\01_raw_data\custom_mp4\PLEASE\please_21.mp4,C:\SAYSAI\02_clean_data\landmarks\99260.npy,30,126,1.0000,ok
